,Id,imdbId,primaryTitle,startYear,runtimeMinutes,IMDB Score,Genre
113,113,2111478,Mea Maxima Culpa: Silence in the House of God,2012,106,8.1,3
1381,1381,4143384,The Last Patrol,2014,87,6.8,3
594,594,821442,A Dirty Carnival,2006,141,7.4,2
2376,2376,1190080,2012,2009,158,5.8,0
1537,1537,425413,"Run, Fatboy, Run",2007,100,6.6,1
2296,2296,480687,Hall Pass,2011,105,5.9,1
19,19,400234,Black Friday,2004,143,8.6,2
2827,2827,398373,The Twins Effect II,2004,106,5.0,0
1984,1984,367882,Indiana Jones and the Kingdom of the Crystal Skull,2008,122,6.2,0
900,900,2082155,Looking for Maria Sanchez,2013,98,7.2,1
2392,2392,1735839,Any Questions for Ben?,2012,114,5.8,1
775,775,2155337,Man for a Day,2012,96,7.3,3
2360,2360,367478,Wake of Death,2004,91,5.8,0
828,828,272207,Narc,2002,105,7.2,2
1153,1153,101969,Grand Canyon,1991,134,6.9,2
2958,2958,216772,Turn It Up,2000,86,4.4,2
2112,2112,409379,In Secret,2013,107,6.1,2
586,586,468442,51 Birch Street,2005,90,7.4,3
2197,2197,200299,Bad Luck Love,2000,94,6.0,2
1790,1790,1083853,Off and Running,2009,76,6.4,3
3002,3002,477051,Norbit,2007,102,4.0,1
457,457,107554,Menace II Society,1993,97,7.5,2
1008,1008,1466072,William S. Burroughs: A Man Within,2010,87,7.1,3
1013,1013,1553156,Pax Americana and the Weaponization of Space,2009,43,7.1,3
2223,2223,1233482,Crazy Waiting,2008,108,6.0,1
992,992,1172047,Crazy Wisdom: The Life & Times of Chogyam Trungpa Rinpoche,2011,86,7.1,3
950,950,256408,Startup.com,2001,107,7.1,3
835,835,337978,Live Free or Die Hard,2007,128,7.2,0
1244,1244,3173910,"She Smiles, She's Snared!",2014,141,6.9,1
953,953,284492,Sisters,2001,83,7.1,2
2510,2510,388285,Going the Distance,2004,93,5.6,1
697,697,183065,Kestrel's Eye,1998,89,7.3,3
1424,1424,381716,Please Teach Me English,2003,118,6.7,1
222,222,346091,Unprecedented: The 2000 Presidential Election,2002,50,7.8,3
1231,1231,2071620,The Flat,2011,97,6.9,3
431,431,1883251,America's Most Hated Family in Crisis,2011,60,7.6,3
1048,1048,3830162,A War,2015,115,7.1,2
1122,1122,1587310,Maleficent,2014,97,7.0,0
1082,1082,431979,Le petit lieutenant,2005,110,7.0,2
3041,3041,160498,Luminarias,2000,100,3.6,1
512,512,1433528,Inferno,2009,100,7.5,3
360,360,117731,Star Trek: First Contact,1996,111,7.6,0
45,45,119488,L.A. Confidential,1997,138,8.3,2
7,7,358456,Earthlings,2005,95,8.7,3
64,64,102015,Hearts of Darkness: A Filmmaker's Apocalypse,1991,96,8.2,3
1271,1271,119092,Face,1997,105,6.8,2
958,958,337573,Antibodies,2005,127,7.1,2
1090,1090,800369,Thor,2011,115,7.0,0
182,182,1024964,A Map for Saturday,2007,90,7.9,3
1995,1995,433400,Just Friends,2005,96,6.2,1
1809,1809,1371117,Dear Mr. Gacy,2010,103,6.4,2
2828,2828,413879,Cake,2005,94,5.0,1
2674,2674,3733774,The Trust,2016,92,5.4,2
628,628,1584813,Reindeerspotting - Escape from Santaland,2010,84,7.4,3
1859,1859,120471,La v???rit??? si je mens!,1997,100,6.3,1
2077,2077,118556,Addicted to Love,1997,100,6.1,1
401,401,1185371,Corman's World: Exploits of a Hollywood Rebel,2011,95,7.6,3
1750,1750,120747,The Very Thought of You,1998,88,6.4,1
2787,2787,120683,Gloria,1999,108,5.1,2
1028,1028,2058583,Bertsolari,2011,90,7.1,3
739,739,1189340,The Lincoln Lawyer,2011,118,7.3,2
3033,3033,120851,Sweepers,1998,96,3.7,0
2707,2707,1032815,"I Love You, Beth Cooper",2009,102,5.3,1
105,105,1392190,Mad Max: Fury Road,2015,120,8.1,0
2244,2244,2429074,G.B.F.,2013,92,6.0,1
1814,1814,1424381,Predators,2010,107,6.4,0
2157,2157,1981080,Tai Chi Zero,2012,98,6.1,0
1575,1575,1754398,Forever Yours,2011,75,6.6,3
1373,1373,3384890,The Magic of Heineken,2014,102,6.8,3
844,844,488120,Fracture,2007,113,7.2,2
2295,2295,470994,Dan Aykroyd Unplugged on UFOs,2005,81,5.9,3
1745,1745,116253,Executive Decision,1996,133,6.4,0
1837,1837,3552638,Perez.,2014,94,6.4,2
